filename,width,height,class,xmin,ymin,xmax,ymax
AdobeStock_1514282132_Preview_jpeg.rf.c6ec031d7ce6973d55b764935e15b478.jpg,667,1000,Sahiwal,54,232,667,1000
Screenshot-2025-09-13-121737_png.rf.fef0291a72f116bb13f867986e63879d.jpg,1342,899,Sahiwal,113,135,1262,849
Screenshot-2025-09-13-121813_png.rf.b814388e0e6e61b47ba17c81829adcbd.jpg,987,672,Sahiwal,124,19,832,611
AdobeStock_1455970845_Preview_jpeg.rf.fa6bba297c1a651b6bda7ae4ac8d3423.jpg,1000,667,Sahiwal,6,172,778,646
Screenshot-2025-09-13-122424_png.rf.06417ff872f09163a66383f393322dfe.jpg,588,596,Sahiwal,0,90,581,487
Screenshot-2025-09-13-122424_png.rf.06417ff872f09163a66383f393322dfe.jpg,588,596,Sahiwal,286,276,467,465
AdobeStock_393542588_Preview_jpeg.rf.d040ec67194afd9f12cbd96e283b900a.jpg,1000,667,Sahiwal,274,224,464,568
AdobeStock_393542588_Preview_jpeg.rf.d040ec67194afd9f12cbd96e283b900a.jpg,1000,667,Sahiwal,540,227,725,597
AdobeStock_393542588_Preview_jpeg.rf.d040ec67194afd9f12cbd96e283b900a.jpg,1000,667,Sahiwal,736,259,966,646
AdobeStock_393542588_Preview_jpeg.rf.d040ec67194afd9f12cbd96e283b900a.jpg,1000,667,Sahiwal,104,251,259,531
AdobeStock_393542588_Preview_jpeg.rf.d040ec67194afd9f12cbd96e283b900a.jpg,1000,667,Sahiwal,453,230,566,582
Screenshot-2025-09-13-121219_png.rf.15d72fd59ead90405b7b2ea977ce8970.jpg,1139,755,Sahiwal,50,102,893,734
